temp,dew_point,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,wind_deg,clouds_all,weather_main,weather_description,Product,Unit_Price,Discount,Total_Price,Quantity,cpi
288.91,284.49,288.5,287.01,289.86,1014,75,2.09,79,3,3,7,6,3.23,0.0,45.22,6926,103.4
292.26,291.27,292.68,291.22,293.13,1008,94,2.05,254,100,1,2,0,3.46,0.0,17.3,6917,103.4
292.26,291.27,292.68,291.22,293.13,1008,94,2.05,254,100,1,2,1,1.59,0.0,7.95,5969,103.4
292.26,291.27,292.68,291.22,293.13,1008,94,2.05,254,100,1,2,2,2.83,0.1,219.04,7323,103.4
292.26,291.27,292.68,291.22,293.13,1008,94,2.05,254,100,1,2,3,3.12,0.0,18.72,5729,103.4
292.26,291.27,292.68,291.22,293.13,1008,94,2.05,254,100,1,2,4,2.74,0.05,26.03,6584,103.4
292.26,291.27,292.68,291.22,293.13,1008,94,2.05,254,100,1,2,5,2.31,0.0,6.93,5476,103.4
292.26,291.27,292.68,291.22,293.13,1008,94,2.05,254,100,1,2,6,3.23,0.0,48.45,4912,103.4
289.38,287.57,289.38,288.69,290.67,1011,89,1.88,212,35,2,5,0,2.72,0.1,90.58,6280,103.4
289.38,287.57,289.38,288.69,290.67,1011,89,1.88,212,35,2,5,1,1.59,0.0,15.9,6980,103.4
289.38,287.57,289.38,288.69,290.67,1011,89,1.88,212,35,2,5,2,1.75,0.0,5.25,6957,103.4
289.38,287.57,289.38,288.69,290.67,1011,89,1.88,212,35,2,5,3,3.12,0.0,31.2,6531,103.4
289.38,287.57,289.38,288.69,290.67,1011,89,1.88,212,35,2,5,4,2.76,0.05,62.93,5351,103.4
289.38,287.57,289.38,288.69,290.67,1011,89,1.88,212,35,2,5,5,3.86,0.1,298.76,6199,103.4
289.38,287.57,289.38,288.69,290.67,1011,89,1.88,212,35,2,5,6,1.67,0.05,36.49,7211,103.4
290.52,287.42,290.45,289.16,290.91,1013,82,2.9,227,85,1,2,0,3.46,0.0,31.14,6108,103.4
290.52,287.42,290.45,289.16,290.91,1013,82,2.9,227,85,1,2,1,1.59,0.0,9.54,5347,103.4
290.52,287.42,290.45,289.16,290.91,1013,82,2.9,227,85,1,2,2,1.75,0.0,7.0,6981,103.4
290.52,287.42,290.45,289.16,290.91,1013,82,2.9,227,85,1,2,3,3.12,0.0,21.84,6351,103.4
290.52,287.42,290.45,289.16,290.91,1013,82,2.9,227,85,1,2,4,3.53,0.1,196.97,6139,103.4
290.52,287.42,290.45,289.16,290.91,1013,82,2.9,227,85,1,2,5,2.31,0.0,2.31,6034,103.4
290.52,287.42,290.45,289.16,290.91,1013,82,2.9,227,85,1,2,6,3.23,0.0,35.53,7912,103.4
289.16,286.82,289.06,288.68,289.71,1012,86,2.64,208,99,2,5,0,3.58,0.1,186.88,6330,103.4
289.16,286.82,289.06,288.68,289.71,1012,86,2.64,208,99,2,5,1,1.59,0.0,6.36,6693,103.4
289.16,286.82,289.06,288.68,289.71,1012,86,2.64,208,99,2,5,2,2.37,0.1,123.71,6823,103.4
289.16,286.82,289.06,288.68,289.71,1012,86,2.64,208,99,2,5,3,3.12,0.0,24.96,5838,103.4
289.16,286.82,289.06,288.68,289.71,1012,86,2.64,208,99,2,5,4,2.93,0.0,29.3,6832,103.4
289.16,286.82,289.06,288.68,289.71,1012,86,2.64,208,99,2,5,5,3.09,0.05,182.0,6844,103.4
289.16,286.82,289.06,288.68,289.71,1012,86,2.64,208,99,2,5,6,3.23,0.0,12.92,5364,103.4
288.35,288.04,288.48,287.59,288.86,1012,98,3.78,223,18,1,4,0,3.46,0.0,17.3,5830,103.4
288.35,288.04,288.48,287.59,288.86,1012,98,3.78,223,18,1,4,1,1.59,0.0,23.85,6659,103.4
288.35,288.04,288.48,287.59,288.86,1012,98,3.78,223,18,1,4,2,2.03,0.05,140.78,8817,103.4
288.35,288.04,288.48,287.59,288.86,1012,98,3.78,223,18,1,4,3,3.12,0.0,21.84,6330,103.4
288.35,288.04,288.48,287.59,288.86,1012,98,3.78,223,18,1,4,4,2.93,0.0,11.72,7378,103.4
288.35,288.04,288.48,287.59,288.86,1012,98,3.78,223,18,1,4,5,2.74,0.05,190.02,6652,103.4
288.35,288.04,288.48,287.59,288.86,1012,98,3.78,223,18,1,4,6,3.23,0.0,12.92,5900,103.4
285.77,281.46,285.05,284.8,286.96,1012,75,2.26,241,73,1,1,0,2.49,0.1,94.12,7051,103.4
285.77,281.46,285.05,284.8,286.96,1012,75,2.26,241,73,1,1,1,1.52,0.1,31.46,6335,103.4
285.77,281.46,285.05,284.8,286.96,1012,75,2.26,241,73,1,1,2,3.18,0.1,246.13,7548,103.4
285.77,281.46,285.05,284.8,286.96,1012,75,2.26,241,73,1,1,3,2.85,0.05,146.21,6548,103.4
285.77,281.46,285.05,284.8,286.96,1012,75,2.26,241,73,1,1,4,2.93,0.0,8.79,7448,103.4
285.77,281.46,285.05,284.8,286.96,1012,75,2.26,241,73,1,1,5,2.31,0.0,11.55,6781,103.4
285.77,281.46,285.05,284.8,286.96,1012,75,2.26,241,73,1,1,6,2.83,0.1,155.37,6825,103.4
290.28,284.77,289.88,289.24,290.45,1008,70,3.35,255,17,1,4,0,3.46,0.0,6.92,6781,103.4
290.28,284.77,289.88,289.24,290.45,1008,70,3.35,255,17,1,4,1,1.59,0.0,11.13,6168,103.4
290.28,284.77,289.88,289.24,290.45,1008,70,3.35,255,17,1,4,2,1.75,0.0,24.5,8212,103.4
290.28,284.77,289.88,289.24,290.45,1008,70,3.35,255,17,1,4,3,3.12,0.0,37.44,6504,103.4
290.28,284.77,289.88,289.24,290.45,1008,70,3.35,255,17,1,4,4,2.93,0.0,41.02,7021,103.4
290.28,284.77,289.88,289.24,290.45,1008,70,3.35,255,17,1,4,5,2.31,0.0,30.03,4962,103.4
290.28,284.77,289.88,289.24,290.45,1008,70,3.35,255,17,1,4,6,3.23,0.0,19.38,6840,103.4
286.65,282.89,286.09,284.8,287.11,1009,78,1.71,307,92,1,2,0,3.46,0.0,6.92,6734,103.5
286.65,282.89,286.09,284.8,287.11,1009,78,1.71,307,92,1,2,1,1.59,0.0,14.31,7274,103.5
286.65,282.89,286.09,284.8,287.11,1009,78,1.71,307,92,1,2,2,1.77,0.05,10.09,7992,103.5
286.65,282.89,286.09,284.8,287.11,1009,78,1.71,307,92,1,2,3,3.74,0.1,245.72,6652,103.5
286.65,282.89,286.09,284.8,287.11,1009,78,1.71,307,92,1,2,4,2.93,0.0,41.02,6590,103.5
286.65,282.89,286.09,284.8,287.11,1009,78,1.71,307,92,1,2,5,1.79,0.1,29.0,5867,103.5
286.65,282.89,286.09,284.8,287.11,1009,78,1.71,307,92,1,2,6,3.75,0.15,286.88,5993,103.5
286.81,286.5,286.79,286.48,288.02,1011,98,2.32,278,60,1,1,0,3.46,0.0,3.46,6725,103.5
286.81,286.5,286.79,286.48,288.02,1011,98,2.32,278,60,1,1,1,1.59,0.0,19.08,7409,103.5
286.81,286.5,286.79,286.48,288.02,1011,98,2.32,278,60,1,1,2,1.75,0.0,10.5,7516,103.5
286.81,286.5,286.79,286.48,288.02,1011,98,2.32,278,60,1,1,3,3.12,0.0,18.72,7352,103.5
286.81,286.5,286.79,286.48,288.02,1011,98,2.32,278,60,1,1,4,2.93,0.0,8.79,7313,103.5
286.81,286.5,286.79,286.48,288.02,1011,98,2.32,278,60,1,1,5,2.31,0.0,13.86,6604,103.5
286.81,286.5,286.79,286.48,288.02,1011,98,2.32,278,60,1,1,6,3.23,0.0,16.15,7392,103.5
286.32,286.32,286.3,285.36,287.72,1015,100,1.84,252,32,1,3,0,3.46,0.0,48.44,5243,103.5
286.32,286.32,286.3,285.36,287.72,1015,100,1.84,252,32,1,3,1,1.64,0.15,34.85,6849,103.5
286.32,286.32,286.3,285.36,287.72,1015,100,1.84,252,32,1,3,2,2.57,0.1,201.23,6861,103.5
286.32,286.32,286.3,285.36,287.72,1015,100,1.84,252,32,1,3,3,3.12,0.0,37.44,5414,103.5
286.32,286.32,286.3,285.36,287.72,1015,100,1.84,252,32,1,3,4,2.93,0.0,43.95,6021,103.5
286.32,286.32,286.3,285.36,287.72,1015,100,1.84,252,32,1,3,5,2.92,0.1,204.98,5957,103.5
286.32,286.32,286.3,285.36,287.72,1015,100,1.84,252,32,1,3,6,3.23,0.0,41.99,7626,103.5
285.71,285.71,285.63,284.8,286.91,1013,100,0.94,261,100,1,2,0,3.03,0.05,123.78,6858,103.5
285.71,285.71,285.63,284.8,286.91,1013,100,0.94,261,100,1,2,1,1.59,0.0,14.31,7460,103.5
285.71,285.71,285.63,284.8,286.91,1013,100,0.94,261,100,1,2,2,1.75,0.0,24.5,7339,103.5
285.71,285.71,285.63,284.8,286.91,1013,100,0.94,261,100,1,2,3,3.12,0.0,24.96,6994,103.5
285.71,285.71,285.63,284.8,286.91,1013,100,0.94,261,100,1,2,4,2.72,0.05,62.02,5924,103.5
285.71,285.71,285.63,284.8,286.91,1013,100,0.94,261,100,1,2,5,2.31,0.0,2.31,7318,103.5
285.71,285.71,285.63,284.8,286.91,1013,100,0.94,261,100,1,2,6,3.23,0.0,35.53,5698,103.5
287.7,286.08,287.56,287.04,288.04,1012,90,0.81,339,99,1,2,0,2.48,0.05,18.85,7761,103.5
287.7,286.08,287.56,287.04,288.04,1012,90,0.81,339,99,1,2,1,1.49,0.1,6.7,6756,103.5
287.7,286.08,287.56,287.04,288.04,1012,90,0.81,339,99,1,2,2,1.71,0.05,32.49,7674,103.5
287.7,286.08,287.56,287.04,288.04,1012,90,0.81,339,99,1,2,3,3.12,0.0,46.8,6459,103.5
287.7,286.08,287.56,287.04,288.04,1012,90,0.81,339,99,1,2,4,2.31,0.05,94.36,7086,103.5
287.7,286.08,287.56,287.04,288.04,1012,90,0.81,339,99,1,2,5,3.54,0.1,152.93,6862,103.5
287.7,286.08,287.56,287.04,288.04,1012,90,0.81,339,99,1,2,6,3.23,0.0,45.22,7471,103.5
285.05,284.59,284.83,284.8,286.4,1007,97,1.82,146,35,1,3,0,3.46,0.0,3.46,6457,103.5
285.05,284.59,284.83,284.8,286.4,1007,97,1.82,146,35,1,3,1,1.59,0.0,15.9,6400,103.5
285.05,284.59,284.83,284.8,286.4,1007,97,1.82,146,35,1,3,2,1.75,0.0,21.0,7350,103.5
285.05,284.59,284.83,284.8,286.4,1007,97,1.82,146,35,1,3,3,3.12,0.0,3.12,6317,103.5
285.05,284.59,284.83,284.8,286.4,1007,97,1.82,146,35,1,3,4,2.93,0.0,32.23,6106,103.5
285.05,284.59,284.83,284.8,286.4,1007,97,1.82,146,35,1,3,5,2.31,0.0,34.65,6999,103.5
285.05,284.59,284.83,284.8,286.4,1007,97,1.82,146,35,1,3,6,1.69,0.05,56.19,6924,103.5
286.27,284.84,286.01,285.9,287.86,1007,91,2.49,227,35,1,3,0,3.46,0.0,3.46,5734,103.5
286.27,284.84,286.01,285.9,287.86,1007,91,2.49,227,35,1,3,1,1.59,0.0,4.77,5888,103.5
286.27,284.84,286.01,285.9,287.86,1007,91,2.49,227,35,1,3,2,1.75,0.0,5.25,6045,103.5
286.27,284.84,286.01,285.9,287.86,1007,91,2.49,227,35,1,3,3,3.12,0.0,40.56,5617,103.5
286.27,284.84,286.01,285.9,287.86,1007,91,2.49,227,35,1,3,4,2.93,0.0,29.3,6712,103.5
286.27,284.84,286.01,285.9,287.86,1007,91,2.49,227,35,1,3,5,1.84,0.1,29.81,6500,103.5
286.27,284.84,286.01,285.9,287.86,1007,91,2.49,227,35,1,3,6,3.23,0.0,38.76,6391,103.5
289.19,287.55,289.2,288.86,290.27,1006,90,5.02,219,73,1,1,0,3.08,0.05,210.67,7076,103.5
289.19,287.55,289.2,288.86,290.27,1006,90,5.02,219,73,1,1,1,1.59,0.0,12.72,5869,103.5
289.19,287.55,289.2,288.86,290.27,1006,90,5.02,219,73,1,1,2,1.75,0.0,12.25,7368,103.5
289.19,287.55,289.2,288.86,290.27,1006,90,5.02,219,73,1,1,3,3.03,0.1,193.62,6837,103.5
289.19,287.55,289.2,288.86,290.27,1006,90,5.02,219,73,1,1,4,2.93,0.0,2.93,7224,103.5
289.19,287.55,289.2,288.86,290.27,1006,90,5.02,219,73,1,1,5,2.31,0.0,11.55,7022,103.5
289.19,287.55,289.2,288.86,290.27,1006,90,5.02,219,73,1,1,6,3.23,0.0,29.07,7098,103.5
285.11,283.02,284.63,284.13,285.86,1017,87,3.59,221,19,1,4,0,3.46,0.0,10.38,7353,103.5
285.11,283.02,284.63,284.13,285.86,1017,87,3.59,221,19,1,4,1,1.17,0.1,44.23,6845,103.5
285.11,283.02,284.63,284.13,285.86,1017,87,3.59,221,19,1,4,2,2.06,0.05,25.44,7659,103.5
285.11,283.02,284.63,284.13,285.86,1017,87,3.59,221,19,1,4,3,3.12,0.0,21.84,6146,103.5
285.11,283.02,284.63,284.13,285.86,1017,87,3.59,221,19,1,4,4,2.53,0.05,60.09,6045,103.5
285.11,283.02,284.63,284.13,285.86,1017,87,3.59,221,19,1,4,5,2.31,0.0,20.79,6566,103.5
285.11,283.02,284.63,284.13,285.86,1017,87,3.59,221,19,1,4,6,3.02,0.1,255.49,6643,103.5
286.23,284.46,285.92,284.16,287.86,1018,89,2.25,198,53,1,1,0,3.46,0.0,31.14,7334,103.5
286.23,284.46,285.92,284.16,287.86,1018,89,2.25,198,53,1,1,1,1.59,0.0,23.85,6687,103.5
286.23,284.46,285.92,284.16,287.86,1018,89,2.25,198,53,1,1,2,1.75,0.0,26.25,7567,103.5
286.23,284.46,285.92,284.16,287.86,1018,89,2.25,198,53,1,1,3,3.23,0.05,15.34,6274,103.5
286.23,284.46,285.92,284.16,287.86,1018,89,2.25,198,53,1,1,4,2.96,0.1,122.54,6732,103.5
286.23,284.46,285.92,284.16,287.86,1018,89,2.25,198,53,1,1,5,1.59,0.05,3.02,6792,103.5
286.23,284.46,285.92,284.16,287.86,1018,89,2.25,198,53,1,1,6,2.29,0.1,113.36,6957,103.5
287.08,286.45,287.04,286.35,288.12,1019,96,1.72,252,17,1,4,0,3.46,0.0,20.76,7689,103.5
287.08,286.45,287.04,286.35,288.12,1019,96,1.72,252,17,1,4,1,1.59,0.0,17.49,7275,103.5
287.08,286.45,287.04,286.35,288.12,1019,96,1.72,252,17,1,4,2,1.12,0.05,57.46,7277,103.5
287.08,286.45,287.04,286.35,288.12,1019,96,1.72,252,17,1,4,3,3.12,0.0,34.32,6511,103.5
287.08,286.45,287.04,286.35,288.12,1019,96,1.72,252,17,1,4,4,2.93,0.0,38.09,6778,103.5
287.08,286.45,287.04,286.35,288.12,1019,96,1.72,252,17,1,4,5,2.31,0.0,34.65,6273,103.5
287.08,286.45,287.04,286.35,288.12,1019,96,1.72,252,17,1,4,6,2.69,0.1,130.73,5606,103.5
287.19,285.74,287.03,285.35,287.86,1022,91,1.69,100,60,1,1,0,3.46,0.0,34.6,6271,103.5
287.19,285.74,287.03,285.35,287.86,1022,91,1.69,100,60,1,1,1,1.59,0.0,11.13,5591,103.5
287.19,285.74,287.03,285.35,287.86,1022,91,1.69,100,60,1,1,2,1.75,0.0,21.0,6304,103.5
287.19,285.74,287.03,285.35,287.86,1022,91,1.69,100,60,1,1,3,3.12,0.0,12.48,7032,103.5
287.19,285.74,287.03,285.35,287.86,1022,91,1.69,100,60,1,1,4,2.27,0.05,60.38,7601,103.5
287.19,285.74,287.03,285.35,287.86,1022,91,1.69,100,60,1,1,5,2.31,0.0,6.93,6183,103.5
287.19,285.74,287.03,285.35,287.86,1022,91,1.69,100,60,1,1,6,3.23,0.0,22.61,6416,103.5
290.25,288.25,290.31,287.49,291.22,1020,88,0.93,210,3,3,7,0,2.67,0.1,187.43,7766,103.5
290.25,288.25,290.31,287.49,291.22,1020,88,0.93,210,3,3,7,1,1.59,0.0,23.85,6018,103.5
290.25,288.25,290.31,287.49,291.22,1020,88,0.93,210,3,3,7,2,1.67,0.1,21.04,7118,103.5
290.25,288.25,290.31,287.49,291.22,1020,88,0.93,210,3,3,7,3,3.12,0.0,37.44,6950,103.5
290.25,288.25,290.31,287.49,291.22,1020,88,0.93,210,3,3,7,4,4.1,0.1,261.99,6298,103.5
290.25,288.25,290.31,287.49,291.22,1020,88,0.93,210,3,3,7,5,2.31,0.0,4.62,6946,103.5
290.25,288.25,290.31,287.49,291.22,1020,88,0.93,210,3,3,7,6,1.97,0.1,33.69,6926,103.5
289.12,286.96,289.04,288.6,289.86,1022,87,1.83,304,0,3,7,0,2.65,0.05,45.31,6869,103.5
289.12,286.96,289.04,288.6,289.86,1022,87,1.83,304,0,3,7,1,1.89,0.1,91.85,6600,103.5
289.12,286.96,289.04,288.6,289.86,1022,87,1.83,304,0,3,7,2,1.75,0.0,26.25,6839,103.5
289.12,286.96,289.04,288.6,289.86,1022,87,1.83,304,0,3,7,3,3.12,0.0,24.96,7059,103.5
289.12,286.96,289.04,288.6,289.86,1022,87,1.83,304,0,3,7,4,3.6,0.05,68.4,6266,103.5
289.12,286.96,289.04,288.6,289.86,1022,87,1.83,304,0,3,7,5,2.03,0.05,23.14,6543,103.5
289.12,286.96,289.04,288.6,289.86,1022,87,1.83,304,0,3,7,6,3.23,0.0,35.53,6533,103.5
288.14,285.82,287.94,287.89,288.86,1018,86,2.06,274,8,3,7,0,3.46,0.0,13.84,7221,103.5
288.14,285.82,287.94,287.89,288.86,1018,86,2.06,274,8,3,7,1,1.59,0.0,6.36,6993,103.5
288.14,285.82,287.94,287.89,288.86,1018,86,2.06,274,8,3,7,2,1.75,0.0,22.75,5888,103.5
288.14,285.82,287.94,287.89,288.86,1018,86,2.06,274,8,3,7,3,3.12,0.0,43.68,7779,103.5
288.14,285.82,287.94,287.89,288.86,1018,86,2.06,274,8,3,7,4,2.93,0.0,20.51,7296,103.5
288.14,285.82,287.94,287.89,288.86,1018,86,2.06,274,8,3,7,5,2.31,0.0,34.65,6230,103.5
288.14,285.82,287.94,287.89,288.86,1018,86,2.06,274,8,3,7,6,3.23,0.0,19.38,7008,103.5
288.79,286.28,288.63,286.46,289.86,1009,85,2.35,190,25,1,3,0,3.45,0.05,131.1,6554,103.5
288.79,286.28,288.63,286.46,289.86,1009,85,2.35,190,25,1,3,1,1.72,0.05,13.07,6140,103.5
288.79,286.28,288.63,286.46,289.86,1009,85,2.35,190,25,1,3,2,1.75,0.0,5.25,7027,103.5
288.79,286.28,288.63,286.46,289.86,1009,85,2.35,190,25,1,3,3,3.12,0.0,46.8,6229,103.5
288.79,286.28,288.63,286.46,289.86,1009,85,2.35,190,25,1,3,4,3.2,0.1,285.12,7161,103.5
288.79,286.28,288.63,286.46,289.86,1009,85,2.35,190,25,1,3,5,2.31,0.0,11.55,8053,103.5
288.79,286.28,288.63,286.46,289.86,1009,85,2.35,190,25,1,3,6,3.23,0.0,12.92,6751,103.5
284.98,283.06,284.52,284.24,285.11,1015,88,6.25,254,81,1,1,0,2.5,0.1,218.25,6874,103.5
284.98,283.06,284.52,284.24,285.11,1015,88,6.25,254,81,1,1,1,1.59,0.0,17.49,6751,103.5
284.98,283.06,284.52,284.24,285.11,1015,88,6.25,254,81,1,1,2,1.75,0.0,14.0,7822,103.5
284.98,283.06,284.52,284.24,285.11,1015,88,6.25,254,81,1,1,3,2.57,0.1,138.78,7546,103.5
284.98,283.06,284.52,284.24,285.11,1015,88,6.25,254,81,1,1,4,2.93,0.0,38.09,6499,103.5
284.98,283.06,284.52,284.24,285.11,1015,88,6.25,254,81,1,1,5,2.31,0.0,9.24,6988,103.5
284.98,283.06,284.52,284.24,285.11,1015,88,6.25,254,81,1,1,6,3.23,0.0,35.53,6805,103.5
285.71,284.28,285.4,285.67,285.9,1016,91,4.3,242,99,1,2,0,3.69,0.1,156.09,7265,103.5
285.71,284.28,285.4,285.67,285.9,1016,91,4.3,242,99,1,2,1,1.59,0.0,15.9,7747,103.5
285.71,284.28,285.4,285.67,285.9,1016,91,4.3,242,99,1,2,2,1.75,0.0,17.5,7622,103.5
285.71,284.28,285.4,285.67,285.9,1016,91,4.3,242,99,1,2,3,2.55,0.05,87.21,6593,103.5
285.71,284.28,285.4,285.67,285.9,1016,91,4.3,242,99,1,2,4,2.33,0.1,92.27,6566,103.5
285.71,284.28,285.4,285.67,285.9,1016,91,4.3,242,99,1,2,5,2.02,0.05,15.35,6876,103.5
285.71,284.28,285.4,285.67,285.9,1016,91,4.3,242,99,1,2,6,3.23,0.0,29.07,7887,103.5
289.22,286.7,289.1,288.12,289.71,1014,85,4.46,247,57,1,1,0,3.46,0.0,10.38,6059,103.5
289.22,286.7,289.1,288.12,289.71,1014,85,4.46,247,57,1,1,1,1.59,0.0,20.67,6984,103.5
289.22,286.7,289.1,288.12,289.71,1014,85,4.46,247,57,1,1,2,1.75,0.0,14.0,7135,103.5
289.22,286.7,289.1,288.12,289.71,1014,85,4.46,247,57,1,1,3,3.12,0.0,43.68,7587,103.5
289.22,286.7,289.1,288.12,289.71,1014,85,4.46,247,57,1,1,4,2.93,0.0,29.3,6402,103.5
289.22,286.7,289.1,288.12,289.71,1014,85,4.46,247,57,1,1,5,2.93,0.1,139.76,7851,103.5
289.22,286.7,289.1,288.12,289.71,1014,85,4.46,247,57,1,1,6,3.23,0.0,48.45,6648,103.5
289.22,288.25,289.34,288.12,289.86,1015,94,1.65,251,73,1,1,0,3.46,0.0,10.38,6278,103.5
289.22,288.25,289.34,288.12,289.86,1015,94,1.65,251,73,1,1,1,1.59,0.0,15.9,7191,103.5
289.22,288.25,289.34,288.12,289.86,1015,94,1.65,251,73,1,1,2,1.93,0.05,47.67,7303,103.5
289.22,288.25,289.34,288.12,289.86,1015,94,1.65,251,73,1,1,3,3.12,0.0,43.68,6987,103.5
289.22,288.25,289.34,288.12,289.86,1015,94,1.65,251,73,1,1,4,2.36,0.05,136.76,7086,103.5
289.22,288.25,289.34,288.12,289.86,1015,94,1.65,251,73,1,1,5,1.99,0.05,37.81,6694,103.5
289.22,288.25,289.34,288.12,289.86,1015,94,1.65,251,73,1,1,6,3.23,0.0,48.45,5851,103.5
287.32,285.71,287.14,286.38,287.33,1019,90,1.82,236,26,1,3,0,3.46,0.0,38.06,6184,103.5
287.32,285.71,287.14,286.38,287.33,1019,90,1.82,236,26,1,3,1,1.59,0.0,17.49,7615,103.5
287.32,285.71,287.14,286.38,287.33,1019,90,1.82,236,26,1,3,2,1.75,0.0,22.75,7509,103.5
287.32,285.71,287.14,286.38,287.33,1019,90,1.82,236,26,1,3,3,3.12,0.05,136.34,6875,103.5
287.32,285.71,287.14,286.38,287.33,1019,90,1.82,236,26,1,3,4,3.43,0.1,228.44,7097,103.5
287.32,285.71,287.14,286.38,287.33,1019,90,1.82,236,26,1,3,5,2.31,0.0,6.93,5751,103.5
287.32,285.71,287.14,286.38,287.33,1019,90,1.82,236,26,1,3,6,3.23,0.0,38.76,7881,103.5
290.73,288.18,290.76,287.57,291.22,1016,85,2.52,95,76,1,1,0,2.56,0.15,43.52,6843,103.5
290.73,288.18,290.76,287.57,291.22,1016,85,2.52,95,76,1,1,1,2.54,0.1,18.29,7957,103.5
290.73,288.18,290.76,287.57,291.22,1016,85,2.52,95,76,1,1,2,1.75,0.0,19.25,7034,103.5
290.73,288.18,290.76,287.57,291.22,1016,85,2.52,95,76,1,1,3,3.12,0.0,46.8,7763,103.5
290.73,288.18,290.76,287.57,291.22,1016,85,2.52,95,76,1,1,4,2.93,0.0,32.23,5734,103.5
290.73,288.18,290.76,287.57,291.22,1016,85,2.52,95,76,1,1,5,2.31,0.0,6.93,6474,103.5
290.73,288.18,290.76,287.57,291.22,1016,85,2.52,95,76,1,1,6,3.23,0.0,48.45,6695,103.5
288.08,287.45,288.14,286.93,288.44,1018,96,2.21,289,100,2,5,0,2.53,0.05,33.65,6789,103.5
288.08,287.45,288.14,286.93,288.44,1018,96,2.21,289,100,2,5,1,1.59,0.0,15.9,5968,103.5
288.08,287.45,288.14,286.93,288.44,1018,96,2.21,289,100,2,5,2,1.75,0.0,10.5,7457,103.5
288.08,287.45,288.14,286.93,288.44,1018,96,2.21,289,100,2,5,3,3.12,0.0,24.96,7488,103.5
288.08,287.45,288.14,286.93,288.44,1018,96,2.21,289,100,2,5,4,3.14,0.05,53.69,6813,103.5
288.08,287.45,288.14,286.93,288.44,1018,96,2.21,289,100,2,5,5,3.33,0.1,212.79,6311,103.5
288.08,287.45,288.14,286.93,288.44,1018,96,2.21,289,100,2,5,6,2.23,0.05,14.83,7256,103.5
283.47,282.23,282.96,283.04,284.86,1025,92,2.24,17,4,3,7,0,3.46,0.0,51.9,6600,103.5
283.47,282.23,282.96,283.04,284.86,1025,92,2.24,17,4,3,7,1,1.96,0.05,20.48,7179,103.5
283.47,282.23,282.96,283.04,284.86,1025,92,2.24,17,4,3,7,2,1.75,0.0,14.0,7669,103.5
283.47,282.23,282.96,283.04,284.86,1025,92,2.24,17,4,3,7,3,3.12,0.0,6.24,7400,103.5
283.47,282.23,282.96,283.04,284.86,1025,92,2.24,17,4,3,7,4,3.31,0.05,103.77,6393,103.5
283.47,282.23,282.96,283.04,284.86,1025,92,2.24,17,4,3,7,5,2.31,0.0,25.41,5685,103.5
283.47,282.23,282.96,283.04,284.86,1025,92,2.24,17,4,3,7,6,3.23,0.0,6.46,7014,103.5
282.36,279.8,281.48,280.9,282.49,1026,84,1.93,23,15,1,4,0,4.19,0.15,281.36,6956,103.5
282.36,279.8,281.48,280.9,282.49,1026,84,1.93,23,15,1,4,1,1.59,0.0,19.08,7502,103.5
282.36,279.8,281.48,280.9,282.49,1026,84,1.93,23,15,1,4,2,1.16,0.1,37.58,6065,103.5
282.36,279.8,281.48,280.9,282.49,1026,84,1.93,23,15,1,4,3,3.12,0.0,28.08,5294,103.5
282.36,279.8,281.48,280.9,282.49,1026,84,1.93,23,15,1,4,4,2.93,0.0,41.02,6209,103.5
282.36,279.8,281.48,280.9,282.49,1026,84,1.93,23,15,1,4,5,2.96,0.05,132.16,5611,103.5
282.36,279.8,281.48,280.9,282.49,1026,84,1.93,23,15,1,4,6,2.93,0.1,203.05,6622,103.5
287.82,285.86,287.64,287.33,289.71,1013,88,4.29,281,99,2,5,0,3.76,0.05,346.48,6901,103.5
287.82,285.86,287.64,287.33,289.71,1013,88,4.29,281,99,2,5,1,2.13,0.05,22.26,7356,103.5
287.82,285.86,287.64,287.33,289.71,1013,88,4.29,281,99,2,5,2,2.18,0.1,196.2,7677,103.5
287.82,285.86,287.64,287.33,289.71,1013,88,4.29,281,99,2,5,3,2.87,0.15,214.68,7179,103.5
287.82,285.86,287.64,287.33,289.71,1013,88,4.29,281,99,2,5,4,2.36,0.1,29.74,7470,103.5
287.82,285.86,287.64,287.33,289.71,1013,88,4.29,281,99,2,5,5,2.31,0.0,16.17,6482,103.5
287.82,285.86,287.64,287.33,289.71,1013,88,4.29,281,99,2,5,6,3.62,0.05,261.36,7128,103.5
285.35,283.76,284.98,284.24,285.67,1013,90,3.17,296,34,1,3,0,2.15,0.05,110.29,7015,103.5
285.35,283.76,284.98,284.24,285.67,1013,90,3.17,296,34,1,3,1,1.59,0.0,11.13,6877,103.5
285.35,283.76,284.98,284.24,285.67,1013,90,3.17,296,34,1,3,2,3.17,0.1,242.5,8122,103.5
285.35,283.76,284.98,284.24,285.67,1013,90,3.17,296,34,1,3,3,3.53,0.1,250.98,6305,103.5
285.35,283.76,284.98,284.24,285.67,1013,90,3.17,296,34,1,3,4,2.93,0.0,11.72,7789,103.5
285.35,283.76,284.98,284.24,285.67,1013,90,3.17,296,34,1,3,5,2.31,0.0,4.62,6449,103.5
285.35,283.76,284.98,284.24,285.67,1013,90,3.17,296,34,1,3,6,3.23,0.0,25.84,7133,103.5
