date,fruit_type,price
2024-07-10,orange,375
2024-07-11,orange,375
2024-07-12,orange,375
2024-07-13,orange,375
2024-07-14,orange,375
2024-07-15,orange,375
2024-07-16,orange,375
2024-07-17,orange,375
2024-07-18,orange,375
2024-07-19,orange,375
2024-07-20,orange,375
2024-07-21,orange,375
2024-07-22,orange,375
2024-07-23,orange,375
2024-07-24,orange,375
2024-07-25,orange,375
2024-07-26,orange,375
2024-07-27,orange,375
2024-07-28,orange,377
2024-07-29,orange,375
2024-07-30,orange,375
2024-07-31,orange,375
2024-08-01,orange,375
2024-08-02,orange,375
2024-08-03,orange,378
2024-08-04,orange,375
2024-08-05,orange,375
2024-08-06,orange,375
2024-08-07,orange,375
2024-08-08,orange,375
2024-08-09,orange,375
2024-08-10,orange,375
2024-08-11,orange,375
2024-08-12,orange,375
2024-08-13,orange,375
2024-08-14,orange,375
2024-08-15,orange,375
2024-08-16,orange,382
2024-08-17,orange,375
2024-08-18,orange,378
2024-08-19,orange,375
2024-08-20,orange,375
2024-08-21,orange,375
2024-08-22,orange,375
2024-08-23,orange,375
2024-08-24,orange,375
2024-08-25,orange,375
2024-08-26,orange,375
2024-08-27,orange,375
2024-08-28,orange,375
2024-08-29,orange,375
2024-08-30,orange,375
2024-08-31,orange,375
2024-09-01,orange,375
2024-09-02,orange,375
2024-09-03,orange,377
2024-09-04,orange,375
2024-09-05,orange,375
2024-09-06,orange,375
2024-09-07,orange,375
2024-09-08,orange,375
2024-09-09,orange,375
2024-09-10,orange,375
2024-09-11,orange,375
2024-09-12,orange,375
2024-09-13,orange,375
2024-09-14,orange,375
2024-09-15,orange,375
2024-09-16,orange,375
2024-09-17,orange,375
2024-09-18,orange,375
2024-09-19,orange,375
2024-09-20,orange,375
2024-09-21,orange,375
2024-09-22,orange,375
2024-09-23,orange,375
2024-09-24,orange,382
2024-09-25,orange,375
2024-09-26,orange,375
2024-09-27,orange,375
2024-09-28,orange,375
2024-09-29,orange,375
2024-09-30,orange,375
2024-10-01,orange,395
2024-10-02,orange,398
2024-10-03,orange,406
2024-10-04,orange,387
2024-10-05,orange,399
2024-10-06,orange,394
2024-10-07,orange,390
2024-10-08,orange,400
2024-10-09,orange,395
2024-10-10,orange,395
2024-10-11,orange,401
2024-10-12,orange,397
2024-10-13,orange,393
2024-10-14,orange,396
2024-10-15,orange,395
2024-10-16,orange,395
2024-10-17,orange,405
2024-10-18,orange,400
2024-10-19,orange,412
2024-10-20,orange,401
2024-10-21,orange,402
2024-10-22,orange,399
2024-10-23,orange,404
2024-10-24,orange,402
2024-10-25,orange,406
2024-10-26,orange,404
2024-10-27,orange,391
2024-10-28,orange,397
2024-10-29,orange,399
2024-10-30,orange,390
2024-10-31,orange,398
2024-11-01,orange,402
2024-11-02,orange,396
2024-11-03,orange,402
2024-11-04,orange,399
2024-11-05,orange,392
2024-11-06,orange,399
2024-11-07,orange,405
2024-11-08,orange,406
2024-11-09,orange,402
2024-11-10,orange,394
2024-11-11,orange,396
2024-11-12,orange,402
2024-11-13,orange,409
2024-11-14,orange,401
2024-11-15,orange,394
2024-11-16,orange,389
2024-11-17,orange,402
2024-11-18,orange,397
2024-11-19,orange,398
2024-11-20,orange,399
2024-11-21,orange,401
2024-11-22,orange,403
2024-11-23,orange,396
2024-11-24,orange,408
2024-11-25,orange,401
2024-11-26,orange,399
2024-11-27,orange,398
2024-11-28,orange,395
2024-11-29,orange,401
2024-11-30,orange,397
2024-12-01,orange,400
2024-12-02,orange,392
2024-12-03,orange,397
2024-12-04,orange,406
2024-12-05,orange,395
2024-12-06,orange,400
2024-12-07,orange,402
2024-12-08,orange,407
2024-12-09,orange,410
2024-12-10,orange,399
2024-12-11,orange,404
2024-12-12,orange,410
2024-12-13,orange,397
2024-12-14,orange,395
2024-12-15,orange,401
2024-12-16,orange,396
2024-12-17,orange,396
2024-12-18,orange,399
2024-12-19,orange,398
2024-12-20,orange,396
2024-12-21,orange,396
2024-12-22,orange,402
2024-12-23,orange,405
2024-12-24,orange,394
2024-12-25,orange,404
2024-12-26,orange,397
2024-12-27,orange,396
2024-12-28,orange,394
2024-12-29,orange,402
2024-12-30,orange,393
2024-12-31,orange,400
2025-01-01,orange,395
2025-01-02,orange,405
2025-01-03,orange,393
2025-01-04,orange,398
2025-01-05,orange,402
2025-01-06,orange,401
2025-01-07,orange,404
2025-01-08,orange,395
2025-01-09,orange,399
2025-01-10,orange,402
2025-01-11,orange,405
2025-01-12,orange,402
2025-01-13,orange,404
2025-01-14,orange,403
2025-01-15,orange,396
2025-01-16,orange,395
2025-01-17,orange,399
2025-01-18,orange,402
2025-01-19,orange,411
2025-01-20,orange,399
2025-01-21,orange,400
2025-01-22,orange,401
2025-01-23,orange,405
2025-01-24,orange,384
2025-01-25,orange,399
2025-01-26,orange,396
2025-01-27,orange,401
2025-01-28,orange,394
2025-01-29,orange,405
2025-01-30,orange,411
2025-01-31,orange,400
2025-02-01,orange,406
2025-02-02,orange,397
2025-02-03,orange,404
2025-02-04,orange,406
2025-02-05,orange,389
2025-02-06,orange,402
2025-02-07,orange,404
2025-02-08,orange,395
2025-02-09,orange,388
2025-02-10,orange,399
2025-02-11,orange,398
2025-02-12,orange,400
2025-02-13,orange,397
2025-02-14,orange,408
2025-02-15,orange,401
2025-02-16,orange,403
2025-02-17,orange,400
2025-02-18,orange,400
2025-02-19,orange,400
2025-02-20,orange,399
2025-02-21,orange,399
2025-02-22,orange,396
2025-02-23,orange,401
2025-02-24,orange,399
2025-02-25,orange,390
2025-02-26,orange,395
2025-02-27,orange,397
2025-02-28,orange,401
2025-03-01,orange,404
2025-03-02,orange,399
2025-03-03,orange,394
2025-03-04,orange,401
2025-03-05,orange,400
2025-03-06,orange,398
2025-03-07,orange,395
2025-03-08,orange,403
2025-03-09,orange,398
2025-03-10,orange,405
2025-03-11,orange,405
2025-03-12,orange,403
2025-03-13,orange,397
2025-03-14,orange,405
2025-03-15,orange,400
2025-03-16,orange,395
2025-03-17,orange,396
2025-03-18,orange,401
2025-03-19,orange,407
2025-03-20,orange,397
2025-03-21,orange,402
2025-03-22,orange,396
2025-03-23,orange,387
2025-03-24,orange,396
2025-03-25,orange,401
2025-03-26,orange,397
2025-03-27,orange,392
2025-03-28,orange,397
2025-03-29,orange,405
2025-03-30,orange,405
2025-03-31,orange,400
2025-04-01,orange,399
2025-04-02,orange,404
2025-04-03,orange,408
2025-04-04,orange,399
2025-04-05,orange,400
2025-04-06,orange,397
2025-04-07,orange,394
2025-04-08,orange,396
2025-04-09,orange,398
2025-04-10,orange,398
2025-04-11,orange,393
2025-04-12,orange,393
2025-04-13,orange,392
2025-04-14,orange,403
2025-04-15,orange,399
2025-04-16,orange,400
2025-04-17,orange,399
2025-04-18,orange,399
2025-04-19,orange,399
2025-04-20,orange,397
2025-04-21,orange,393
2025-04-22,orange,408
2025-04-23,orange,387
2025-04-24,orange,395
2025-04-25,orange,400
2025-04-26,orange,388
2025-04-27,orange,394
2025-04-28,orange,403
2025-04-29,orange,399
2025-04-30,orange,401
2025-05-01,orange,392
2024-01-01,pineapple,332
2024-01-02,pineapple,319
2024-01-03,pineapple,323
2024-01-04,pineapple,328
2024-01-05,pineapple,328
2024-01-06,pineapple,324
2024-01-07,pineapple,315
2024-01-08,pineapple,325
2024-01-09,pineapple,322
2024-01-10,pineapple,324
2024-01-11,pineapple,335
2024-01-12,pineapple,321
2024-01-13,pineapple,318
2024-01-14,pineapple,319
2024-01-15,pineapple,320
2024-01-16,pineapple,323
2024-01-17,pineapple,326
2024-01-18,pineapple,327
2024-01-19,pineapple,315
2024-01-20,pineapple,335
2024-01-21,pineapple,323
2024-01-22,pineapple,327
2024-01-23,pineapple,317
2024-01-24,pineapple,324
2024-01-25,pineapple,328
2024-01-26,pineapple,331
2024-01-27,pineapple,328
2024-01-28,pineapple,320
2024-01-29,pineapple,332
2024-01-30,pineapple,324
2024-01-31,pineapple,321
2024-02-01,pineapple,326
2024-02-02,pineapple,331
2024-02-03,pineapple,319
2024-02-04,pineapple,325
2024-02-05,pineapple,323
2024-02-06,pineapple,324
2024-02-07,pineapple,324
2024-02-08,pineapple,328
2024-02-09,pineapple,324
2024-02-10,pineapple,332
2024-02-11,pineapple,321
2024-02-12,pineapple,320
2024-02-13,pineapple,328
2024-02-14,pineapple,321
2024-02-15,pineapple,326
2024-02-16,pineapple,333
2024-02-17,pineapple,328
2024-02-18,pineapple,320
2024-02-19,pineapple,328
2024-02-20,pineapple,331
2024-02-21,pineapple,329
2024-02-22,pineapple,328
2024-02-23,pineapple,325
2024-02-24,pineapple,321
2024-02-25,pineapple,318
2024-02-26,pineapple,318
2024-02-27,pineapple,326
2024-02-28,pineapple,326
2024-02-29,pineapple,315
2024-03-01,pineapple,323
2024-03-02,pineapple,317
2024-03-03,pineapple,325
2024-03-04,pineapple,327
2024-03-05,pineapple,331
2024-03-06,pineapple,331
2024-03-07,pineapple,319
2024-03-08,pineapple,317
2024-03-09,pineapple,321
2024-03-10,pineapple,329
2024-03-11,pineapple,319
2024-03-12,pineapple,323
2024-03-13,pineapple,326
2024-03-14,pineapple,315
2024-03-15,pineapple,324
2024-03-16,pineapple,329
2024-03-17,pineapple,328
2024-03-18,pineapple,317
2024-03-19,pineapple,322
2024-03-20,pineapple,323
2024-03-21,pineapple,326
2024-03-22,pineapple,319
2024-03-23,pineapple,324
2024-03-24,pineapple,316
2024-03-25,pineapple,323
2024-03-26,pineapple,317
2024-03-27,pineapple,331
2024-03-28,pineapple,324
2024-03-29,pineapple,328
2024-03-30,pineapple,322
2024-03-31,pineapple,323
2024-04-01,pineapple,325
2024-04-02,pineapple,321
2024-04-03,pineapple,323
2024-04-04,pineapple,328
2024-04-05,pineapple,331
2024-04-06,pineapple,323
2024-04-07,pineapple,327
2024-04-08,pineapple,324
2024-04-09,pineapple,322
2024-04-10,pineapple,334
2024-04-11,pineapple,331
2024-04-12,pineapple,327
2024-04-13,pineapple,323
2024-04-14,pineapple,331
2024-04-15,pineapple,327
2024-04-16,pineapple,324
2024-04-17,pineapple,327
2024-04-18,pineapple,324
2024-04-19,pineapple,319
2024-04-20,pineapple,322
2024-04-21,pineapple,323
2024-04-22,pineapple,321
2024-04-23,pineapple,322
2024-04-24,pineapple,325
2024-04-25,pineapple,329
2024-04-26,pineapple,330
2024-04-27,pineapple,326
2024-04-28,pineapple,319
2024-04-29,pineapple,325
2024-04-30,pineapple,331
2024-05-01,pineapple,325
2024-05-02,pineapple,316
2024-05-03,pineapple,329
2024-05-04,pineapple,320
2024-05-05,pineapple,324
2024-05-06,pineapple,320
2024-05-07,pineapple,333
2024-05-08,pineapple,333
2024-05-09,pineapple,330
2024-05-10,pineapple,329
2024-05-11,pineapple,321
2024-05-12,pineapple,337
2024-05-13,pineapple,324
2024-05-14,pineapple,332
2024-05-15,pineapple,322
2024-05-16,pineapple,323
2024-05-17,pineapple,322
2024-05-18,pineapple,323
2024-05-19,pineapple,325
2024-05-20,pineapple,315
2024-05-21,pineapple,327
2024-05-22,pineapple,328
2024-05-23,pineapple,325
2024-05-24,pineapple,325
2024-05-25,pineapple,331
2024-05-26,pineapple,323
2024-05-27,pineapple,323
2024-05-28,pineapple,322
2024-05-29,pineapple,316
2024-05-30,pineapple,332
2024-05-31,pineapple,325
2024-06-01,pineapple,287
2024-06-02,pineapple,296
2024-06-03,pineapple,293
2024-06-04,pineapple,287
2024-06-05,pineapple,287
2024-06-06,pineapple,287
2024-06-07,pineapple,291
2024-06-08,pineapple,311
2024-06-09,pineapple,303
2024-06-10,pineapple,287
2024-06-11,pineapple,287
2024-06-12,pineapple,287
2024-06-13,pineapple,287
2024-06-14,pineapple,302
2024-06-15,pineapple,287
2024-06-16,pineapple,296
2024-06-17,pineapple,287
2024-06-18,pineapple,301
2024-06-19,pineapple,287
2024-06-20,pineapple,287
2024-06-21,pineapple,302
2024-06-22,pineapple,287
2024-06-23,pineapple,295
2024-06-24,pineapple,287
2024-06-25,pineapple,314
2024-06-26,pineapple,289
2024-06-27,pineapple,287
2024-06-28,pineapple,306
2024-06-29,pineapple,303
2024-06-30,pineapple,287
2024-07-01,pineapple,310
2024-07-02,pineapple,290
2024-07-03,pineapple,287
2024-07-04,pineapple,303
2024-07-05,pineapple,287
2024-07-06,pineapple,287
2024-07-07,pineapple,299
2024-07-08,pineapple,296
2024-07-09,pineapple,296
2024-07-10,pineapple,287
2024-07-11,pineapple,292
2024-07-12,pineapple,287
2024-07-13,pineapple,295
2024-07-14,pineapple,287
2024-07-15,pineapple,287
2024-07-16,pineapple,287
2024-07-17,pineapple,292
2024-07-18,pineapple,287
2024-07-19,pineapple,292
2024-07-20,pineapple,287
2024-07-21,pineapple,287
2024-07-22,pineapple,287
2024-07-23,pineapple,296
2024-07-24,pineapple,299
2024-07-25,pineapple,300
2024-07-26,pineapple,290
2024-07-27,pineapple,287
2024-07-28,pineapple,287
2024-07-29,pineapple,314
2024-07-30,pineapple,297
2024-07-31,pineapple,292
2024-08-01,pineapple,297
2024-08-02,pineapple,308
2024-08-03,pineapple,308
2024-08-04,pineapple,304
2024-08-05,pineapple,287
2024-08-06,pineapple,287
2024-08-07,pineapple,291
2024-08-08,pineapple,287
2024-08-09,pineapple,290
2024-08-10,pineapple,287
2024-08-11,pineapple,298
2024-08-12,pineapple,290
2024-08-13,pineapple,292
2024-08-14,pineapple,292
2024-08-15,pineapple,291
2024-08-16,pineapple,302
2024-08-17,pineapple,304
2024-08-18,pineapple,310
2024-08-19,pineapple,287
2024-08-20,pineapple,295
2024-08-21,pineapple,287
2024-08-22,pineapple,288
2024-08-23,pineapple,299
2024-08-24,pineapple,294
2024-08-25,pineapple,292
2024-08-26,pineapple,287
2024-08-27,pineapple,300
2024-08-28,pineapple,287
2024-08-29,pineapple,291
2024-08-30,pineapple,288
2024-08-31,pineapple,287
2024-09-01,pineapple,327
2024-09-02,pineapple,324
2024-09-03,pineapple,326
2024-09-04,pineapple,319
2024-09-05,pineapple,331
2024-09-06,pineapple,328
2024-09-07,pineapple,329
2024-09-08,pineapple,319
2024-09-09,pineapple,314
2024-09-10,pineapple,325
2024-09-11,pineapple,315
2024-09-12,pineapple,320
2024-09-13,pineapple,328
2024-09-14,pineapple,323
2024-09-15,pineapple,320
2024-09-16,pineapple,319
2024-09-17,pineapple,320
2024-09-18,pineapple,332
2024-09-19,pineapple,333
2024-09-20,pineapple,319
2024-09-21,pineapple,319
2024-09-22,pineapple,326
2024-09-23,pineapple,324
2024-09-24,pineapple,327
2024-09-25,pineapple,324
2024-09-26,pineapple,327
2024-09-27,pineapple,321
2024-09-28,pineapple,310
2024-09-29,pineapple,318
2024-09-30,pineapple,330
2024-10-01,pineapple,317
2024-10-02,pineapple,330
2024-10-03,pineapple,320
2024-10-04,pineapple,320
2024-10-05,pineapple,318
2024-10-06,pineapple,331
2024-10-07,pineapple,324
2024-10-08,pineapple,326
2024-10-09,pineapple,321
2024-10-10,pineapple,331
2024-10-11,pineapple,323
2024-10-12,pineapple,325
2024-10-13,pineapple,326
2024-10-14,pineapple,323
2024-10-15,pineapple,324
2024-10-16,pineapple,325
2024-10-17,pineapple,318
2024-10-18,pineapple,325
2024-10-19,pineapple,326
2024-10-20,pineapple,329
2024-10-21,pineapple,325
2024-10-22,pineapple,329
2024-10-23,pineapple,320
2024-10-24,pineapple,326
2024-10-25,pineapple,322
2024-10-26,pineapple,326
2024-10-27,pineapple,327
2024-10-28,pineapple,326
2024-10-29,pineapple,326
2024-10-30,pineapple,328
2024-10-31,pineapple,319
2024-11-01,pineapple,323
2024-11-02,pineapple,321
2024-11-03,pineapple,331
2024-11-04,pineapple,323
2024-11-05,pineapple,321
2024-11-06,pineapple,327
2024-11-07,pineapple,331
2024-11-08,pineapple,317
2024-11-09,pineapple,329
2024-11-10,pineapple,325
2024-11-11,pineapple,326
2024-11-12,pineapple,320
2024-11-13,pineapple,325
2024-11-14,pineapple,325
2024-11-15,pineapple,326
2024-11-16,pineapple,325
2024-11-17,pineapple,311
2024-11-18,pineapple,328
2024-11-19,pineapple,332
2024-11-20,pineapple,321
2024-11-21,pineapple,321
2024-11-22,pineapple,326
2024-11-23,pineapple,317
2024-11-24,pineapple,315
2024-11-25,pineapple,331
2024-11-26,pineapple,326
2024-11-27,pineapple,323
2024-11-28,pineapple,333
2024-11-29,pineapple,329
2024-11-30,pineapple,326
2024-12-01,pineapple,325
2024-12-02,pineapple,324
2024-12-03,pineapple,320
2024-12-04,pineapple,312
2024-12-05,pineapple,325
2024-12-06,pineapple,327
2024-12-07,pineapple,334
2024-12-08,pineapple,323
2024-12-09,pineapple,327
2024-12-10,pineapple,320
2024-12-11,pineapple,324
2024-12-12,pineapple,317
2024-12-13,pineapple,317
2024-12-14,pineapple,328
2024-12-15,pineapple,322
2024-12-16,pineapple,330
2024-12-17,pineapple,316
2024-12-18,pineapple,317
2024-12-19,pineapple,327
2024-12-20,pineapple,326
2024-12-21,pineapple,325
2024-12-22,pineapple,329
2024-12-23,pineapple,320
2024-12-24,pineapple,312
2024-12-25,pineapple,320
2024-12-26,pineapple,328
2024-12-27,pineapple,320
2024-12-28,pineapple,318
2024-12-29,pineapple,325
2024-12-30,pineapple,330
2024-12-31,pineapple,326
2025-01-01,pineapple,318
2025-01-02,pineapple,322
2025-01-03,pineapple,328
2025-01-04,pineapple,323
2025-01-05,pineapple,323
2025-01-06,pineapple,328
2025-01-07,pineapple,322
2025-01-08,pineapple,324
2025-01-09,pineapple,325
2025-01-10,pineapple,328
2025-01-11,pineapple,310
2025-01-12,pineapple,317
2025-01-13,pineapple,325
2025-01-14,pineapple,328
2025-01-15,pineapple,333
2025-01-16,pineapple,328
2025-01-17,pineapple,326
2025-01-18,pineapple,327
2025-01-19,pineapple,330
2025-01-20,pineapple,319
2025-01-21,pineapple,327
2025-01-22,pineapple,317
2025-01-23,pineapple,328
2025-01-24,pineapple,326
2025-01-25,pineapple,326
2025-01-26,pineapple,323
2025-01-27,pineapple,323
2025-01-28,pineapple,327
2025-01-29,pineapple,327
2025-01-30,pineapple,329
2025-01-31,pineapple,322
2025-02-01,pineapple,320
2025-02-02,pineapple,324
2025-02-03,pineapple,322
2025-02-04,pineapple,331
2025-02-05,pineapple,332
2025-02-06,pineapple,323
2025-02-07,pineapple,326
2025-02-08,pineapple,330
2025-02-09,pineapple,319
2025-02-10,pineapple,327
2025-02-11,pineapple,328
2025-02-12,pineapple,322
2025-02-13,pineapple,331
2025-02-14,pineapple,326
2025-02-15,pineapple,326
2025-02-16,pineapple,323
2025-02-17,pineapple,325
2025-02-18,pineapple,321
2025-02-19,pineapple,330
2025-02-20,pineapple,327
2025-02-21,pineapple,325
2025-02-22,pineapple,321
2025-02-23,pineapple,336
2025-02-24,pineapple,325
2025-02-25,pineapple,324
2025-02-26,pineapple,333
2025-02-27,pineapple,325
2025-02-28,pineapple,322
2025-03-01,pineapple,321
2025-03-02,pineapple,332
2025-03-03,pineapple,328
2025-03-04,pineapple,329
2025-03-05,pineapple,328
2025-03-06,pineapple,315
2025-03-07,pineapple,329
2025-03-08,pineapple,325
2025-03-09,pineapple,331
2025-03-10,pineapple,320
2025-03-11,pineapple,320
2025-03-12,pineapple,329
2025-03-13,pineapple,328
2025-03-14,pineapple,317
2025-03-15,pineapple,329
2025-03-16,pineapple,323
2025-03-17,pineapple,318
2025-03-18,pineapple,328
2025-03-19,pineapple,324
2025-03-20,pineapple,326
2025-03-21,pineapple,325
2025-03-22,pineapple,325
2025-03-23,pineapple,321
2025-03-24,pineapple,321
2025-03-25,pineapple,327
2025-03-26,pineapple,328
2025-03-27,pineapple,328
2025-03-28,pineapple,325
2025-03-29,pineapple,320
2025-03-30,pineapple,326
2025-03-31,pineapple,325
2025-04-01,pineapple,325
2025-04-02,pineapple,329
2025-04-03,pineapple,327
2025-04-04,pineapple,323
2025-04-05,pineapple,328
2025-04-06,pineapple,324
2025-04-07,pineapple,325
2025-04-08,pineapple,336
2025-04-09,pineapple,326
2025-04-10,pineapple,325
2025-04-11,pineapple,327
2025-04-12,pineapple,316
2025-04-13,pineapple,339
2025-04-14,pineapple,329
2025-04-15,pineapple,327
2025-04-16,pineapple,324
2025-04-17,pineapple,320
2025-04-18,pineapple,326
2025-04-19,pineapple,331
2025-04-20,pineapple,330
2025-04-21,pineapple,331
2025-04-22,pineapple,324
2025-04-23,pineapple,326
2025-04-24,pineapple,325
2025-04-25,pineapple,319
2025-04-26,pineapple,320
2025-04-27,pineapple,316
2025-04-28,pineapple,336
2025-04-29,pineapple,323
2025-04-30,pineapple,325
2025-05-01,pineapple,330
2024-01-01,woodapple,127
2024-01-02,woodapple,133
2024-01-03,woodapple,126
2024-01-04,woodapple,129
2024-01-05,woodapple,144
2024-01-06,woodapple,134
2024-01-07,woodapple,132
2024-01-08,woodapple,144
2024-01-09,woodapple,139
2024-01-10,woodapple,131
2024-01-11,woodapple,125
2024-01-12,woodapple,139
2024-01-13,woodapple,143
2024-01-14,woodapple,141
2024-01-15,woodapple,140
2024-01-16,woodapple,131
2024-01-17,woodapple,132
2024-01-18,woodapple,158
2024-01-19,woodapple,131
2024-01-20,woodapple,141
2024-01-21,woodapple,133
2024-01-22,woodapple,138
2024-01-23,woodapple,143
2024-01-24,woodapple,144
2024-01-25,woodapple,134
2024-01-26,woodapple,132
2024-01-27,woodapple,131
2024-01-28,woodapple,129
2024-01-29,woodapple,133
2024-01-30,woodapple,133
2024-01-31,woodapple,132
2024-02-01,woodapple,141
2024-02-02,woodapple,133
2024-02-03,woodapple,141
2024-02-04,woodapple,150
2024-02-05,woodapple,138
2024-02-06,woodapple,125
2024-02-07,woodapple,125
2024-02-08,woodapple,130
2024-02-09,woodapple,130
2024-02-10,woodapple,136
2024-02-11,woodapple,127
2024-02-12,woodapple,136
2024-02-13,woodapple,125
2024-02-14,woodapple,142
2024-02-15,woodapple,135
2024-02-16,woodapple,134
2024-02-17,woodapple,152
2024-02-18,woodapple,128
2024-02-19,woodapple,129
2024-02-20,woodapple,149
2024-02-21,woodapple,133
2024-02-22,woodapple,136
2024-02-23,woodapple,129
2024-02-24,woodapple,125
2024-02-25,woodapple,132
2024-02-26,woodapple,144
2024-02-27,woodapple,138
2024-02-28,woodapple,125
2024-02-29,woodapple,128
2024-03-01,woodapple,150
2024-03-02,woodapple,148
2024-03-03,woodapple,154
2024-03-04,woodapple,148
2024-03-05,woodapple,148
2024-03-06,woodapple,146
2024-03-07,woodapple,140
2024-03-08,woodapple,150
2024-03-09,woodapple,161
2024-03-10,woodapple,145
2024-03-11,woodapple,141
2024-03-12,woodapple,145
2024-03-13,woodapple,151
2024-03-14,woodapple,154
2024-03-15,woodapple,153
2024-03-16,woodapple,148
2024-03-17,woodapple,145
2024-03-18,woodapple,152
2024-03-19,woodapple,148
2024-03-20,woodapple,149
2024-03-21,woodapple,151
2024-03-22,woodapple,147
2024-03-23,woodapple,154
2024-03-24,woodapple,147
2024-03-25,woodapple,141
2024-03-26,woodapple,148
2024-03-27,woodapple,156
2024-03-28,woodapple,144
2024-03-29,woodapple,151
2024-03-30,woodapple,150
2024-03-31,woodapple,151
2024-04-01,woodapple,144
2024-04-02,woodapple,150
2024-04-03,woodapple,151
2024-04-04,woodapple,146
2024-04-05,woodapple,149
2024-04-06,woodapple,148
2024-04-07,woodapple,146
2024-04-08,woodapple,152
2024-04-09,woodapple,149
2024-04-10,woodapple,148
2024-04-11,woodapple,143
2024-04-12,woodapple,144
2024-04-13,woodapple,152
2024-04-14,woodapple,150
2024-04-15,woodapple,150
2024-04-16,woodapple,147
2024-04-17,woodapple,161
2024-04-18,woodapple,148
2024-04-19,woodapple,149
2024-04-20,woodapple,149
2024-04-21,woodapple,150
2024-04-22,woodapple,146
2024-04-23,woodapple,150
2024-04-24,woodapple,147
2024-04-25,woodapple,153
2024-04-26,woodapple,140
2024-04-27,woodapple,143
2024-04-28,woodapple,147
2024-04-29,woodapple,145
2024-04-30,woodapple,155
2024-05-01,woodapple,152
2024-05-02,woodapple,151
2024-05-03,woodapple,153
2024-05-04,woodapple,157
2024-05-05,woodapple,146
2024-05-06,woodapple,151
2024-05-07,woodapple,144
2024-05-08,woodapple,151
2024-05-09,woodapple,152
2024-05-10,woodapple,152
2024-05-11,woodapple,151
2024-05-12,woodapple,152
2024-05-13,woodapple,138
2024-05-14,woodapple,154
2024-05-15,woodapple,153
2024-05-16,woodapple,153
2024-05-17,woodapple,153
2024-05-18,woodapple,149
2024-05-19,woodapple,147
2024-05-20,woodapple,152
2024-05-21,woodapple,150
2024-05-22,woodapple,150
2024-05-23,woodapple,139
2024-05-24,woodapple,158
2024-05-25,woodapple,155
2024-05-26,woodapple,149
2024-05-27,woodapple,157
2024-05-28,woodapple,144
2024-05-29,woodapple,156
2024-05-30,woodapple,152
2024-05-31,woodapple,144
2024-06-01,woodapple,160
2024-06-02,woodapple,142
2024-06-03,woodapple,145
2024-06-04,woodapple,150
2024-06-05,woodapple,146
2024-06-06,woodapple,155
2024-06-07,woodapple,153
2024-06-08,woodapple,143
2024-06-09,woodapple,152
2024-06-10,woodapple,155
2024-06-11,woodapple,151
2024-06-12,woodapple,150
2024-06-13,woodapple,147
2024-06-14,woodapple,145
2024-06-15,woodapple,148
2024-06-16,woodapple,153
2024-06-17,woodapple,149
2024-06-18,woodapple,152
2024-06-19,woodapple,145
2024-06-20,woodapple,148
2024-06-21,woodapple,152
2024-06-22,woodapple,150
2024-06-23,woodapple,148
2024-06-24,woodapple,154
2024-06-25,woodapple,145
2024-06-26,woodapple,150
2024-06-27,woodapple,144
2024-06-28,woodapple,148
2024-06-29,woodapple,148
2024-06-30,woodapple,146
2024-07-01,woodapple,149
2024-07-02,woodapple,156
2024-07-03,woodapple,156
2024-07-04,woodapple,155
2024-07-05,woodapple,144
2024-07-06,woodapple,150
2024-07-07,woodapple,148
2024-07-08,woodapple,152
2024-07-09,woodapple,154
2024-07-10,woodapple,154
2024-07-11,woodapple,141
2024-07-12,woodapple,150
2024-07-13,woodapple,146
2024-07-14,woodapple,152
2024-07-15,woodapple,152
2024-07-16,woodapple,158
2024-07-17,woodapple,139
2024-07-18,woodapple,145
2024-07-19,woodapple,144
2024-07-20,woodapple,155
2024-07-21,woodapple,148
2024-07-22,woodapple,160
2024-07-23,woodapple,146
2024-07-24,woodapple,143
2024-07-25,woodapple,155
2024-07-26,woodapple,153
2024-07-27,woodapple,143
2024-07-28,woodapple,147
2024-07-29,woodapple,158
2024-07-30,woodapple,146
2024-07-31,woodapple,154
2024-08-01,woodapple,152
2024-08-02,woodapple,153
2024-08-03,woodapple,151
2024-08-04,woodapple,143
2024-08-05,woodapple,148
2024-08-06,woodapple,149
2024-08-07,woodapple,154
2024-08-08,woodapple,157
2024-08-09,woodapple,152
2024-08-10,woodapple,155
2024-08-11,woodapple,151
2024-08-12,woodapple,146
2024-08-13,woodapple,154
2024-08-14,woodapple,147
2024-08-15,woodapple,150
2024-08-16,woodapple,145
2024-08-17,woodapple,144
2024-08-18,woodapple,145
2024-08-19,woodapple,158
2024-08-20,woodapple,153
2024-08-21,woodapple,160
2024-08-22,woodapple,155
2024-08-23,woodapple,143
2024-08-24,woodapple,150
2024-08-25,woodapple,155
2024-08-26,woodapple,151
2024-08-27,woodapple,147
2024-08-28,woodapple,149
2024-08-29,woodapple,147
2024-08-30,woodapple,151
2024-08-31,woodapple,149
2024-09-01,woodapple,144
2024-09-02,woodapple,145
2024-09-03,woodapple,149
2024-09-04,woodapple,146
2024-09-05,woodapple,148
2024-09-06,woodapple,140
2024-09-07,woodapple,147
2024-09-08,woodapple,153
2024-09-09,woodapple,149
2024-09-10,woodapple,154
2024-09-11,woodapple,150
2024-09-12,woodapple,155
2024-09-13,woodapple,143
2024-09-14,woodapple,148
