temp,dew_point,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,wind_deg,clouds_all,weather_main,weather_description,Product,Unit_Price,Discount,Total_Price,Quantity
277.92,275.78,275.91,277.01,278.24,1025,86,2.35,280,81,1,1,3,3.12,0.0,18.72,7987
277.92,275.78,275.91,277.01,278.24,1025,86,2.35,280,81,1,1,4,2.93,0.0,23.44,6674
277.92,275.78,275.91,277.01,278.24,1025,86,2.35,280,81,1,1,5,2.31,0.0,23.1,5838
277.92,275.78,275.91,277.01,278.24,1025,86,2.35,280,81,1,1,6,3.23,0.0,16.15,6952
274.44,273.0,272.16,273.71,276.78,1026,90,2.03,226,27,1,3,0,3.46,0.0,24.22,6880
274.44,273.0,272.16,273.71,276.78,1026,90,2.03,226,27,1,3,1,2.51,0.15,164.28,7350
274.44,273.0,272.16,273.71,276.78,1026,90,2.03,226,27,1,3,2,1.14,0.05,37.9,6748
274.44,273.0,272.16,273.71,276.78,1026,90,2.03,226,27,1,3,3,2.33,0.1,121.63,6928
274.44,273.0,272.16,273.71,276.78,1026,90,2.03,226,27,1,3,4,2.93,0.0,11.72,7551
274.44,273.0,272.16,273.71,276.78,1026,90,2.03,226,27,1,3,5,2.31,0.0,20.79,7271
274.44,273.0,272.16,273.71,276.78,1026,90,2.03,226,27,1,3,6,3.23,0.0,3.23,7572
280.31,277.96,278.23,277.59,280.67,1021,85,3.03,237,84,1,1,0,3.46,0.0,41.52,6600
280.31,277.96,278.23,277.59,280.67,1021,85,3.03,237,84,1,1,1,1.59,0.0,20.67,6794
280.31,277.96,278.23,277.59,280.67,1021,85,3.03,237,84,1,1,2,1.75,0.0,22.75,7869
280.31,277.96,278.23,277.59,280.67,1021,85,3.03,237,84,1,1,3,3.12,0.0,31.2,6738
280.31,277.96,278.23,277.59,280.67,1021,85,3.03,237,84,1,1,4,2.65,0.05,15.1,6843
280.31,277.96,278.23,277.59,280.67,1021,85,3.03,237,84,1,1,5,1.68,0.05,63.84,6067
280.31,277.96,278.23,277.59,280.67,1021,85,3.03,237,84,1,1,6,3.23,0.0,32.3,5809
280.13,278.12,279.09,279.86,280.85,1020,87,1.73,251,20,1,4,0,3.46,0.0,6.92,6199
280.13,278.12,279.09,279.86,280.85,1020,87,1.73,251,20,1,4,1,1.66,0.1,91.13,5925
280.13,278.12,279.09,279.86,280.85,1020,87,1.73,251,20,1,4,2,1.75,0.0,24.5,7112
280.13,278.12,279.09,279.86,280.85,1020,87,1.73,251,20,1,4,3,3.12,0.0,46.8,5855
280.13,278.12,279.09,279.86,280.85,1020,87,1.73,251,20,1,4,4,2.93,0.0,5.86,7784
280.13,278.12,279.09,279.86,280.85,1020,87,1.73,251,20,1,4,5,3.27,0.15,214.02,7782
280.13,278.12,279.09,279.86,280.85,1020,87,1.73,251,20,1,4,6,3.23,0.0,12.92,7868
283.35,277.71,282.2,280.85,284.0,1014,68,2.72,221,88,1,2,0,3.71,0.1,283.82,6555
283.35,277.71,282.2,280.85,284.0,1014,68,2.72,221,88,1,2,1,1.59,0.0,3.18,7327
283.35,277.71,282.2,280.85,284.0,1014,68,2.72,221,88,1,2,2,1.75,0.0,15.75,5922
283.35,277.71,282.2,280.85,284.0,1014,68,2.72,221,88,1,2,3,3.59,0.1,300.48,7996
283.35,277.71,282.2,280.85,284.0,1014,68,2.72,221,88,1,2,4,2.93,0.0,20.51,5946
283.35,277.71,282.2,280.85,284.0,1014,68,2.72,221,88,1,2,5,2.31,0.0,20.79,6699
283.35,277.71,282.2,280.85,284.0,1014,68,2.72,221,88,1,2,6,3.23,0.0,19.38,6276
274.58,272.85,272.06,273.07,274.89,1029,88,2.27,229,84,1,1,0,3.46,0.0,10.38,6943
274.58,272.85,272.06,273.07,274.89,1029,88,2.27,229,84,1,1,1,1.59,0.0,4.77,5914
274.58,272.85,272.06,273.07,274.89,1029,88,2.27,229,84,1,1,2,1.36,0.05,11.63,7078
274.58,272.85,272.06,273.07,274.89,1029,88,2.27,229,84,1,1,3,3.12,0.0,43.68,7033
274.58,272.85,272.06,273.07,274.89,1029,88,2.27,229,84,1,1,4,2.93,0.0,38.09,5951
274.58,272.85,272.06,273.07,274.89,1029,88,2.27,229,84,1,1,5,2.68,0.1,233.96,7390
274.58,272.85,272.06,273.07,274.89,1029,88,2.27,229,84,1,1,6,3.44,0.15,280.7,6221
283.76,277.24,282.55,281.48,283.8,1029,64,4.26,243,96,1,2,0,3.46,0.0,6.92,6270
283.76,277.24,282.55,281.48,283.8,1029,64,4.26,243,96,1,2,1,1.8,0.05,147.06,5740
283.76,277.24,282.55,281.48,283.8,1029,64,4.26,243,96,1,2,2,1.75,0.0,7.0,6742
283.76,277.24,282.55,281.48,283.8,1029,64,4.26,243,96,1,2,3,3.12,0.0,21.84,7535
283.76,277.24,282.55,281.48,283.8,1029,64,4.26,243,96,1,2,4,2.93,0.0,14.65,6881
283.76,277.24,282.55,281.48,283.8,1029,64,4.26,243,96,1,2,5,2.31,0.0,34.65,6334
283.76,277.24,282.55,281.48,283.8,1029,64,4.26,243,96,1,2,6,3.23,0.0,41.99,7048
281.8,277.43,279.95,281.78,282.04,1031,74,3.15,244,0,3,7,0,3.46,0.0,6.92,7056
281.8,277.43,279.95,281.78,282.04,1031,74,3.15,244,0,3,7,1,1.59,0.0,19.08,7190
281.8,277.43,279.95,281.78,282.04,1031,74,3.15,244,0,3,7,2,1.28,0.05,70.53,6777
281.8,277.43,279.95,281.78,282.04,1031,74,3.15,244,0,3,7,3,3.12,0.0,9.36,6410
281.8,277.43,279.95,281.78,282.04,1031,74,3.15,244,0,3,7,4,2.71,0.05,41.19,6239
281.8,277.43,279.95,281.78,282.04,1031,74,3.15,244,0,3,7,5,2.31,0.0,13.86,7457
281.8,277.43,279.95,281.78,282.04,1031,74,3.15,244,0,3,7,6,3.23,0.0,3.23,6492
280.88,273.15,280.2,280.86,281.48,1028,58,1.51,154,44,1,3,0,3.46,0.0,17.3,5615
280.88,273.15,280.2,280.86,281.48,1028,58,1.51,154,44,1,3,1,1.59,0.0,12.72,6303
280.88,273.15,280.2,280.86,281.48,1028,58,1.51,154,44,1,3,2,1.75,0.0,8.75,6977
280.88,273.15,280.2,280.86,281.48,1028,58,1.51,154,44,1,3,3,3.31,0.05,75.47,6123
280.88,273.15,280.2,280.86,281.48,1028,58,1.51,154,44,1,3,4,2.93,0.0,11.72,6280
280.88,273.15,280.2,280.86,281.48,1028,58,1.51,154,44,1,3,5,2.31,0.0,34.65,6706
280.88,273.15,280.2,280.86,281.48,1028,58,1.51,154,44,1,3,6,3.23,0.0,19.38,5931
285.55,281.44,284.83,282.86,286.22,1019,76,2.44,249,0,3,7,0,2.19,0.05,35.37,7110
285.55,281.44,284.83,282.86,286.22,1019,76,2.44,249,0,3,7,1,1.38,0.1,83.21,8591
285.55,281.44,284.83,282.86,286.22,1019,76,2.44,249,0,3,7,2,1.4,0.05,13.3,6501
285.55,281.44,284.83,282.86,286.22,1019,76,2.44,249,0,3,7,3,2.28,0.1,94.39,6414
285.55,281.44,284.83,282.86,286.22,1019,76,2.44,249,0,3,7,4,3.36,0.05,57.46,7687
285.55,281.44,284.83,282.86,286.22,1019,76,2.44,249,0,3,7,5,2.31,0.0,30.03,6200
285.55,281.44,284.83,282.86,286.22,1019,76,2.44,249,0,3,7,6,2.07,0.05,84.56,7161
279.45,276.08,277.1,279.25,280.82,1023,79,3.18,3,100,1,2,0,3.46,0.0,38.06,6393
279.45,276.08,277.1,279.25,280.82,1023,79,3.18,3,100,1,2,1,1.59,0.0,23.85,6623
279.45,276.08,277.1,279.25,280.82,1023,79,3.18,3,100,1,2,2,1.75,0.0,3.5,6169
279.45,276.08,277.1,279.25,280.82,1023,79,3.18,3,100,1,2,3,3.12,0.0,18.72,6286
279.45,276.08,277.1,279.25,280.82,1023,79,3.18,3,100,1,2,4,2.6,0.1,131.04,6183
279.45,276.08,277.1,279.25,280.82,1023,79,3.18,3,100,1,2,5,2.31,0.0,23.1,5874
279.45,276.08,277.1,279.25,280.82,1023,79,3.18,3,100,1,2,6,2.22,0.05,94.9,6382
277.23,273.92,273.78,277.01,278.28,1022,79,4.16,314,72,1,1,0,3.64,0.1,311.22,5772
277.23,273.92,273.78,277.01,278.28,1022,79,4.16,314,72,1,1,1,1.59,0.0,7.95,6364
277.23,273.92,273.78,277.01,278.28,1022,79,4.16,314,72,1,1,2,1.75,0.0,1.75,6669
277.23,273.92,273.78,277.01,278.28,1022,79,4.16,314,72,1,1,3,3.12,0.0,28.08,6709
277.23,273.92,273.78,277.01,278.28,1022,79,4.16,314,72,1,1,4,2.72,0.1,100.37,6531
277.23,273.92,273.78,277.01,278.28,1022,79,4.16,314,72,1,1,5,2.31,0.0,6.93,6487
277.23,273.92,273.78,277.01,278.28,1022,79,4.16,314,72,1,1,6,3.23,0.0,16.15,6978
275.77,272.42,274.41,274.24,277.33,1025,78,1.48,331,45,1,3,0,3.22,0.1,223.15,6302
275.77,272.42,274.41,274.24,277.33,1025,78,1.48,331,45,1,3,1,1.59,0.0,20.67,6496
275.77,272.42,274.41,274.24,277.33,1025,78,1.48,331,45,1,3,2,1.75,0.0,10.5,6873
275.77,272.42,274.41,274.24,277.33,1025,78,1.48,331,45,1,3,3,3.12,0.0,37.44,7459
275.77,272.42,274.41,274.24,277.33,1025,78,1.48,331,45,1,3,4,2.93,0.0,26.37,6943
275.77,272.42,274.41,274.24,277.33,1025,78,1.48,331,45,1,3,5,2.31,0.0,11.55,6979
275.77,272.42,274.41,274.24,277.33,1025,78,1.48,331,45,1,3,6,3.23,0.0,16.15,7801
276.59,273.98,272.74,273.68,277.13,1013,83,4.61,246,100,1,2,0,3.46,0.0,38.06,6522
276.59,273.98,272.74,273.68,277.13,1013,83,4.61,246,100,1,2,1,1.59,0.0,14.31,7269
276.59,273.98,272.74,273.68,277.13,1013,83,4.61,246,100,1,2,2,1.75,0.0,22.75,7110
276.59,273.98,272.74,273.68,277.13,1013,83,4.61,246,100,1,2,3,3.12,0.0,43.68,7204
276.59,273.98,272.74,273.68,277.13,1013,83,4.61,246,100,1,2,4,2.93,0.0,23.44,6909
276.59,273.98,272.74,273.68,277.13,1013,83,4.61,246,100,1,2,5,2.31,0.0,32.34,6850
276.59,273.98,272.74,273.68,277.13,1013,83,4.61,246,100,1,2,6,3.23,0.0,29.07,7105
271.98,269.61,266.64,271.05,272.57,1010,82,5.22,246,93,1,2,0,3.46,0.0,41.52,7119
271.98,269.61,266.64,271.05,272.57,1010,82,5.22,246,93,1,2,1,1.59,0.0,6.36,6575
271.98,269.61,266.64,271.05,272.57,1010,82,5.22,246,93,1,2,2,1.63,0.05,46.46,6718
271.98,269.61,266.64,271.05,272.57,1010,82,5.22,246,93,1,2,3,3.12,0.0,40.56,6276
271.98,269.61,266.64,271.05,272.57,1010,82,5.22,246,93,1,2,4,2.93,0.0,32.23,6482
271.98,269.61,266.64,271.05,272.57,1010,82,5.22,246,93,1,2,5,2.31,0.0,23.1,5598
271.98,269.61,266.64,271.05,272.57,1010,82,5.22,246,93,1,2,6,3.57,0.1,318.09,6737
273.04,271.22,268.71,271.96,273.6,1010,86,4.03,275,84,1,1,0,3.46,0.0,20.76,7505
273.04,271.22,268.71,271.96,273.6,1010,86,4.03,275,84,1,1,1,1.59,0.0,6.36,6452
273.04,271.22,268.71,271.96,273.6,1010,86,4.03,275,84,1,1,2,1.75,0.0,22.75,6997
273.04,271.22,268.71,271.96,273.6,1010,86,4.03,275,84,1,1,3,3.12,0.0,34.32,7213
273.04,271.22,268.71,271.96,273.6,1010,86,4.03,275,84,1,1,4,2.93,0.0,2.93,6742
273.04,271.22,268.71,271.96,273.6,1010,86,4.03,275,84,1,1,5,2.31,0.0,23.1,6978
273.04,271.22,268.71,271.96,273.6,1010,86,4.03,275,84,1,1,6,1.86,0.05,44.18,7097
274.15,272.06,269.27,273.15,274.39,1019,85,5.39,276,69,1,1,0,3.46,0.0,27.68,7008
274.15,272.06,269.27,273.15,274.39,1019,85,5.39,276,69,1,1,1,1.74,0.1,95.53,6489
274.15,272.06,269.27,273.15,274.39,1019,85,5.39,276,69,1,1,2,1.27,0.1,51.44,6330
274.15,272.06,269.27,273.15,274.39,1019,85,5.39,276,69,1,1,3,3.12,0.0,12.48,6499
274.15,272.06,269.27,273.15,274.39,1019,85,5.39,276,69,1,1,4,2.93,0.0,5.86,7110
274.15,272.06,269.27,273.15,274.39,1019,85,5.39,276,69,1,1,5,2.31,0.0,2.31,7438
274.15,272.06,269.27,273.15,274.39,1019,85,5.39,276,69,1,1,6,2.25,0.05,111.15,5894
274.63,271.13,271.44,272.51,274.91,1021,76,2.98,207,25,1,3,0,3.46,0.0,17.3,7716
274.63,271.13,271.44,272.51,274.91,1021,76,2.98,207,25,1,3,1,1.59,0.0,3.18,7463
274.63,271.13,271.44,272.51,274.91,1021,76,2.98,207,25,1,3,2,1.75,0.0,21.0,7139
274.63,271.13,271.44,272.51,274.91,1021,76,2.98,207,25,1,3,3,3.12,0.0,3.12,6839
274.63,271.13,271.44,272.51,274.91,1021,76,2.98,207,25,1,3,4,2.55,0.05,31.49,6308
274.63,271.13,271.44,272.51,274.91,1021,76,2.98,207,25,1,3,5,2.31,0.0,34.65,7065
274.63,271.13,271.44,272.51,274.91,1021,76,2.98,207,25,1,3,6,1.75,0.05,63.18,6283
279.18,274.52,278.05,277.57,279.89,1013,72,1.69,222,100,1,2,0,3.25,0.05,182.16,6046
279.18,274.52,278.05,277.57,279.89,1013,72,1.69,222,100,1,2,1,1.52,0.05,62.09,6706
279.18,274.52,278.05,277.57,279.89,1013,72,1.69,222,100,1,2,2,1.75,0.0,12.25,6886
279.18,274.52,278.05,277.57,279.89,1013,72,1.69,222,100,1,2,3,3.22,0.05,67.3,6458
279.18,274.52,278.05,277.57,279.89,1013,72,1.69,222,100,1,2,4,3.37,0.1,218.38,6786
279.18,274.52,278.05,277.57,279.89,1013,72,1.69,222,100,1,2,5,3.43,0.1,86.44,6287
279.18,274.52,278.05,277.57,279.89,1013,72,1.69,222,100,1,2,6,3.29,0.05,262.54,6822
281.07,280.32,279.64,279.74,281.78,1011,95,2.33,143,84,1,1,0,3.46,0.0,20.76,7055
281.07,280.32,279.64,279.74,281.78,1011,95,2.33,143,84,1,1,1,1.93,0.05,88.01,6541
281.07,280.32,279.64,279.74,281.78,1011,95,2.33,143,84,1,1,2,1.75,0.0,3.5,7006
281.07,280.32,279.64,279.74,281.78,1011,95,2.33,143,84,1,1,3,3.12,0.0,31.2,6845
281.07,280.32,279.64,279.74,281.78,1011,95,2.33,143,84,1,1,4,2.18,0.05,74.56,6816
281.07,280.32,279.64,279.74,281.78,1011,95,2.33,143,84,1,1,5,1.72,0.1,106.81,7284
281.07,280.32,279.64,279.74,281.78,1011,95,2.33,143,84,1,1,6,3.23,0.0,22.61,6942
276.08,275.51,272.86,273.83,276.58,1020,96,3.41,314,98,2,5,0,2.53,0.05,16.82,6556
276.08,275.51,272.86,273.83,276.58,1020,96,3.41,314,98,2,5,1,1.59,0.0,14.31,6913
276.08,275.51,272.86,273.83,276.58,1020,96,3.41,314,98,2,5,2,1.75,0.0,14.0,6891
276.08,275.51,272.86,273.83,276.58,1020,96,3.41,314,98,2,5,3,3.12,0.0,28.08,6658
276.08,275.51,272.86,273.83,276.58,1020,96,3.41,314,98,2,5,4,3.63,0.1,245.02,5937
276.08,275.51,272.86,273.83,276.58,1020,96,3.41,314,98,2,5,5,2.31,0.0,25.41,6311
276.08,275.51,272.86,273.83,276.58,1020,96,3.41,314,98,2,5,6,3.23,0.0,32.3,6575
272.43,271.68,270.15,272.02,274.13,1030,94,1.78,273,44,1,3,0,3.46,0.0,44.98,5878
272.43,271.68,270.15,272.02,274.13,1030,94,1.78,273,44,1,3,1,1.59,0.0,15.9,6409
272.43,271.68,270.15,272.02,274.13,1030,94,1.78,273,44,1,3,2,1.75,0.0,7.0,6541
272.43,271.68,270.15,272.02,274.13,1030,94,1.78,273,44,1,3,3,2.29,0.05,58.74,5701
272.43,271.68,270.15,272.02,274.13,1030,94,1.78,273,44,1,3,4,2.93,0.0,38.09,5921
272.43,271.68,270.15,272.02,274.13,1030,94,1.78,273,44,1,3,5,2.31,0.0,4.62,5386
272.43,271.68,270.15,272.02,274.13,1030,94,1.78,273,44,1,3,6,3.23,0.0,16.15,5742
274.21,272.94,272.01,272.02,275.18,1031,91,1.93,293,57,1,1,0,3.46,0.0,51.9,6249
274.21,272.94,272.01,272.02,275.18,1031,91,1.93,293,57,1,1,1,1.59,0.0,19.08,6521
274.21,272.94,272.01,272.02,275.18,1031,91,1.93,293,57,1,1,2,1.75,0.0,26.25,7054
274.21,272.94,272.01,272.02,275.18,1031,91,1.93,293,57,1,1,3,3.12,0.0,9.36,6451
274.21,272.94,272.01,272.02,275.18,1031,91,1.93,293,57,1,1,4,2.93,0.0,17.58,6032
274.21,272.94,272.01,272.02,275.18,1031,91,1.93,293,57,1,1,5,2.31,0.0,2.31,6294
274.21,272.94,272.01,272.02,275.18,1031,91,1.93,293,57,1,1,6,3.23,0.0,45.22,5366
274.11,273.25,272.66,272.89,274.89,1029,94,1.39,321,60,1,1,0,2.27,0.1,116.45,8106
274.11,273.25,272.66,272.89,274.89,1029,94,1.39,321,60,1,1,1,1.59,0.0,17.49,6585
274.11,273.25,272.66,272.89,274.89,1029,94,1.39,321,60,1,1,2,1.75,0.0,10.5,6982
274.11,273.25,272.66,272.89,274.89,1029,94,1.39,321,60,1,1,3,3.12,0.0,15.6,6897
274.11,273.25,272.66,272.89,274.89,1029,94,1.39,321,60,1,1,4,2.93,0.0,41.02,6301
274.11,273.25,272.66,272.89,274.89,1029,94,1.39,321,60,1,1,5,2.31,0.0,13.86,6837
274.11,273.25,272.66,272.89,274.89,1029,94,1.39,321,60,1,1,6,3.23,0.0,48.45,7786
276.27,273.67,273.75,274.74,277.04,1028,83,2.58,8,96,1,2,0,3.57,0.1,32.13,5995
276.27,273.67,273.75,274.74,277.04,1028,83,2.58,8,96,1,2,1,1.59,0.0,9.54,6286
276.27,273.67,273.75,274.74,277.04,1028,83,2.58,8,96,1,2,2,1.75,0.0,17.5,7503
276.27,273.67,273.75,274.74,277.04,1028,83,2.58,8,96,1,2,3,3.12,0.0,18.72,6496
276.27,273.67,273.75,274.74,277.04,1028,83,2.58,8,96,1,2,4,2.93,0.0,32.23,7212
276.27,273.67,273.75,274.74,277.04,1028,83,2.58,8,96,1,2,5,2.88,0.1,212.54,7606
276.27,273.67,273.75,274.74,277.04,1028,83,2.58,8,96,1,2,6,2.25,0.15,15.3,6430
276.37,272.46,274.1,275.78,277.89,1025,75,2.33,351,75,1,1,0,3.46,0.0,44.98,7206
276.37,272.46,274.1,275.78,277.89,1025,75,2.33,351,75,1,1,1,1.59,0.0,17.49,6426
276.37,272.46,274.1,275.78,277.89,1025,75,2.33,351,75,1,1,2,1.75,0.0,10.5,6469
276.37,272.46,274.1,275.78,277.89,1025,75,2.33,351,75,1,1,3,3.69,0.1,232.47,7063
276.37,272.46,274.1,275.78,277.89,1025,75,2.33,351,75,1,1,4,3.76,0.15,249.29,7019
276.37,272.46,274.1,275.78,277.89,1025,75,2.33,351,75,1,1,5,2.31,0.0,34.65,5846
276.37,272.46,274.1,275.78,277.89,1025,75,2.33,351,75,1,1,6,3.67,0.05,275.43,8315
279.87,277.53,278.67,277.58,280.8,1021,85,1.85,294,95,1,2,0,2.8,0.05,74.48,6517
279.87,277.53,278.67,277.58,280.8,1021,85,1.85,294,95,1,2,1,1.49,0.1,95.21,8595
279.87,277.53,278.67,277.58,280.8,1021,85,1.85,294,95,1,2,2,2.01,0.1,57.89,7551
279.87,277.53,278.67,277.58,280.8,1021,85,1.85,294,95,1,2,3,3.12,0.0,46.8,7275
279.87,277.53,278.67,277.58,280.8,1021,85,1.85,294,95,1,2,4,3.38,0.1,304.2,7084
279.87,277.53,278.67,277.58,280.8,1021,85,1.85,294,95,1,2,5,3.61,0.1,289.16,6280
279.87,277.53,278.67,277.58,280.8,1021,85,1.85,294,95,1,2,6,2.76,0.05,86.53,7446
280.65,280.5,280.09,278.71,281.29,1021,99,1.38,18,97,1,2,0,3.46,0.0,3.46,7267
280.65,280.5,280.09,278.71,281.29,1021,99,1.38,18,97,1,2,1,1.54,0.1,90.09,6719
280.65,280.5,280.09,278.71,281.29,1021,99,1.38,18,97,1,2,2,2.29,0.1,133.96,6990
280.65,280.5,280.09,278.71,281.29,1021,99,1.38,18,97,1,2,3,3.12,0.0,40.56,6849
280.65,280.5,280.09,278.71,281.29,1021,99,1.38,18,97,1,2,4,2.11,0.05,46.1,6615
280.65,280.5,280.09,278.71,281.29,1021,99,1.38,18,97,1,2,5,2.31,0.0,30.03,5693
280.65,280.5,280.09,278.71,281.29,1021,99,1.38,18,97,1,2,6,2.77,0.1,162.05,6367
277.39,276.66,277.39,275.82,279.69,1019,95,1.27,289,87,1,2,0,3.67,0.1,290.66,6905
277.39,276.66,277.39,275.82,279.69,1019,95,1.27,289,87,1,2,1,1.71,0.05,138.08,5647
277.39,276.66,277.39,275.82,279.69,1019,95,1.27,289,87,1,2,2,1.75,0.0,10.5,7074
277.39,276.66,277.39,275.82,279.69,1019,95,1.27,289,87,1,2,3,3.12,0.0,43.68,5971
277.39,276.66,277.39,275.82,279.69,1019,95,1.27,289,87,1,2,4,2.93,0.0,43.95,6748
277.39,276.66,277.39,275.82,279.69,1019,95,1.27,289,87,1,2,5,2.84,0.05,151.09,6741
277.39,276.66,277.39,275.82,279.69,1019,95,1.27,289,87,1,2,6,3.23,0.0,3.23,5835
279.17,278.28,277.68,277.86,280.67,1015,94,2.03,278,12,1,4,0,3.46,0.0,3.46,5919
279.17,278.28,277.68,277.86,280.67,1015,94,2.03,278,12,1,4,1,1.59,0.0,9.54,6271
279.17,278.28,277.68,277.86,280.67,1015,94,2.03,278,12,1,4,2,2.88,0.1,243.65,8734
279.17,278.28,277.68,277.86,280.67,1015,94,2.03,278,12,1,4,3,3.12,0.0,37.44,7408
279.17,278.28,277.68,277.86,280.67,1015,94,2.03,278,12,1,4,4,2.93,0.0,29.3,6145
279.17,278.28,277.68,277.86,280.67,1015,94,2.03,278,12,1,4,5,2.31,0.0,2.31,7040
279.17,278.28,277.68,277.86,280.67,1015,94,2.03,278,12,1,4,6,1.7,0.1,87.21,7099
276.31,271.92,272.91,275.85,277.57,1021,72,3.75,331,48,1,3,0,2.26,0.05,105.2,6702
276.31,271.92,272.91,275.85,277.57,1021,72,3.75,331,48,1,3,1,1.59,0.0,23.85,7462
276.31,271.92,272.91,275.85,277.57,1021,72,3.75,331,48,1,3,2,1.75,0.0,8.75,7321
276.31,271.92,272.91,275.85,277.57,1021,72,3.75,331,48,1,3,3,3.12,0.0,34.32,5497
276.31,271.92,272.91,275.85,277.57,1021,72,3.75,331,48,1,3,4,2.93,0.0,23.44,6323
276.31,271.92,272.91,275.85,277.57,1021,72,3.75,331,48,1,3,5,2.31,0.0,6.93,6658
276.31,271.92,272.91,275.85,277.57,1021,72,3.75,331,48,1,3,6,3.23,0.0,12.92,8232
277.06,274.44,274.95,273.69,277.69,1026,83,2.29,308,13,1,4,0,3.46,0.0,31.14,7118
277.06,274.44,274.95,273.69,277.69,1026,83,2.29,308,13,1,4,1,1.59,0.0,22.26,6219
277.06,274.44,274.95,273.69,277.69,1026,83,2.29,308,13,1,4,2,1.75,0.0,8.75,6788
277.06,274.44,274.95,273.69,277.69,1026,83,2.29,308,13,1,4,3,3.11,0.1,75.57,7404
277.06,274.44,274.95,273.69,277.69,1026,83,2.29,308,13,1,4,4,2.93,0.0,14.65,7250
277.06,274.44,274.95,273.69,277.69,1026,83,2.29,308,13,1,4,5,2.31,0.0,18.48,7060
277.06,274.44,274.95,273.69,277.69,1026,83,2.29,308,13,1,4,6,3.23,0.0,41.99,6082
275.23,272.71,273.07,274.71,275.89,1027,83,2.04,337,37,1,3,0,3.46,0.0,20.76,6898
275.23,272.71,273.07,274.71,275.89,1027,83,2.04,337,37,1,3,1,1.59,0.0,12.72,6286
275.23,272.71,273.07,274.71,275.89,1027,83,2.04,337,37,1,3,2,1.75,0.0,7.0,7127
275.23,272.71,273.07,274.71,275.89,1027,83,2.04,337,37,1,3,3,2.13,0.05,72.85,6484
275.23,272.71,273.07,274.71,275.89,1027,83,2.04,337,37,1,3,4,2.82,0.05,187.53,6409
275.23,272.71,273.07,274.71,275.89,1027,83,2.04,337,37,1,3,5,2.01,0.1,81.4,7443
275.23,272.71,273.07,274.71,275.89,1027,83,2.04,337,37,1,3,6,3.23,0.0,12.92,6363
277.21,274.42,275.44,275.27,277.4,1025,82,1.98,333,12,1,4,0,3.16,0.1,184.86,7294
277.21,274.42,275.44,275.27,277.4,1025,82,1.98,333,12,1,4,1,1.59,0.0,17.49,6993
277.21,274.42,275.44,275.27,277.4,1025,82,1.98,333,12,1,4,2,1.75,0.0,22.75,7314
277.21,274.42,275.44,275.27,277.4,1025,82,1.98,333,12,1,4,3,3.12,0.0,43.68,7538
277.21,274.42,275.44,275.27,277.4,1025,82,1.98,333,12,1,4,4,2.93,0.0,26.37,6692
277.21,274.42,275.44,275.27,277.4,1025,82,1.98,333,12,1,4,5,2.31,0.0,9.24,5745
277.21,274.42,275.44,275.27,277.4,1025,82,1.98,333,12,1,4,6,3.23,0.0,38.76,7734
274.49,270.37,271.95,272.49,275.89,1025,72,2.27,67,0,3,7,0,3.46,0.0,13.84,7070
274.49,270.37,271.95,272.49,275.89,1025,72,2.27,67,0,3,7,1,1.59,0.0,22.26,7311
274.49,270.37,271.95,272.49,275.89,1025,72,2.27,67,0,3,7,2,1.86,0.1,143.96,7969
274.49,270.37,271.95,272.49,275.89,1025,72,2.27,67,0,3,7,3,3.12,0.0,31.2,7618
274.49,270.37,271.95,272.49,275.89,1025,72,2.27,67,0,3,7,4,2.93,0.0,43.95,6568
274.49,270.37,271.95,272.49,275.89,1025,72,2.27,67,0,3,7,5,2.31,0.0,30.03,6917
274.49,270.37,271.95,272.49,275.89,1025,72,2.27,67,0,3,7,6,3.23,0.0,9.69,6661
274.07,268.8,271.41,273.13,275.89,1017,65,2.31,88,1,3,7,0,3.46,0.0,44.98,6934
274.07,268.8,271.41,273.13,275.89,1017,65,2.31,88,1,3,7,1,1.79,0.05,130.94,6184
274.07,268.8,271.41,273.13,275.89,1017,65,2.31,88,1,3,7,2,1.75,0.0,15.75,7097
274.07,268.8,271.41,273.13,275.89,1017,65,2.31,88,1,3,7,3,3.12,0.0,40.56,7217
274.07,268.8,271.41,273.13,275.89,1017,65,2.31,88,1,3,7,4,2.93,0.0,11.72,5653
274.07,268.8,271.41,273.13,275.89,1017,65,2.31,88,1,3,7,5,2.31,0.0,13.86,5912
274.07,268.8,271.41,273.13,275.89,1017,65,2.31,88,1,3,7,6,3.52,0.05,284.24,6184
276.41,270.6,274.31,274.8,278.57,1009,64,2.17,86,0,3,7,0,3.46,0.0,38.06,6151
276.41,270.6,274.31,274.8,278.57,1009,64,2.17,86,0,3,7,1,1.85,0.05,124.78,6707
276.41,270.6,274.31,274.8,278.57,1009,64,2.17,86,0,3,7,2,1.75,0.0,8.75,6333
276.41,270.6,274.31,274.8,278.57,1009,64,2.17,86,0,3,7,3,3.04,0.1,270.86,7402
276.41,270.6,274.31,274.8,278.57,1009,64,2.17,86,0,3,7,4,3.41,0.1,174.93,7268
276.41,270.6,274.31,274.8,278.57,1009,64,2.17,86,0,3,7,5,2.31,0.0,11.55,6963
276.41,270.6,274.31,274.8,278.57,1009,64,2.17,86,0,3,7,6,3.23,0.0,12.92,6904
284.05,279.99,283.18,282.57,284.71,1002,76,1.23,338,100,2,5,0,3.46,0.0,6.92,5681
